File,Class,Classification,Score,Smells,Speculative Methods
ProgTests.py,ProgramScannerTestCase1,potential,0.7,"cohesion, interfaces",runTest
ProgTests.py,ProgramScannerTestCase2,potential,0.7,"cohesion, interfaces",runTest
ProgTests.py,ProgramScannerTestCase3,potential,0.7,"cohesion, interfaces",runTest
ProgTests.py,ProgramScannerTestCase5,potential,0.7,"cohesion, interfaces",runTest
ProgTests.py,ProgramScannerTestCase6,potential,0.7,"cohesion, interfaces",runTest
ProgTests.py,ProgramScannerTestCase7,potential,0.7,"cohesion, interfaces",runTest
ProgTests.py,ProgramScannerTestCase8,potential,0.7,"cohesion, interfaces",runTest
ProgTests.py,ProgramScannerTestCase9,potential,0.7,"cohesion, interfaces",runTest
ProgTests.py,ProgramScannerTestCase10,potential,0.7,"cohesion, interfaces",runTest
ProgTests.py,SubstEnvironment,potential,0.5,"cohesion, interfaces",
PythonTests.py,DummyEnvironment,sak,1.0,"large_class, cohesion, interfaces","__init__, get_calculator, Dir, File"
PythonTests.py,PythonScannerTestPythonPath,potential,0.7,"cohesion, interfaces",runTest
PythonTests.py,PythonScannerTestPythonCallablePath,potential,0.7,"cohesion, interfaces",runTest
PythonTests.py,PythonScannerTestImportSimplePackage,potential,0.7,"cohesion, interfaces",runTest
PythonTests.py,PythonScannerTestImportSimplePackageModule1As,potential,0.7,"cohesion, interfaces",runTest
PythonTests.py,PythonScannerTestImportSimplePackageModuleAs,potential,0.7,"cohesion, interfaces",runTest
PythonTests.py,PythonScannerTestFromImportSimplePackageModule1,potential,0.7,"cohesion, interfaces",runTest
PythonTests.py,PythonScannerTestFromImportSimplePackageModule1As,potential,0.7,"cohesion, interfaces",runTest
PythonTests.py,PythonScannerTestFromImportSimplePackageModulesNoSpace,potential,0.7,"cohesion, interfaces",runTest
PythonTests.py,PythonScannerTestFromImportSimplePackageModulesWithSpace,potential,0.7,"cohesion, interfaces",runTest
PythonTests.py,PythonScannerTestCurdirReferenceScript,potential,0.7,"cohesion, interfaces",runTest
PythonTests.py,PythonScannerTestImportsNested3,potential,0.7,"cohesion, interfaces",runTest
PythonTests.py,PythonScannerTestImportsGrandparentModule,potential,0.7,"cohesion, interfaces",runTest
PythonTests.py,PythonScannerTestImportsParentModule,potential,0.7,"cohesion, interfaces",runTest
PythonTests.py,PythonScannerTestImportsParentThenSubmodule,potential,0.7,"cohesion, interfaces",runTest
PythonTests.py,PythonScannerTestImportsModuleWithFunc,potential,0.7,"cohesion, interfaces",runTest
PythonTests.py,PythonScannerTestFromNested1ImportNested2,potential,0.7,"cohesion, interfaces",runTest
PythonTests.py,PythonScannerTestImportUnknownFiles,potential,0.7,"cohesion, interfaces",runTest
RCTests.py,DummyEnvironment,potential,0.7,"cohesion, interfaces","__init__, get_calculator, Dir, File"
RCTests.py,RCScannerTestCase1,potential,0.7,"cohesion, interfaces",runTest
RCTests.py,RCScannerTestCase2,potential,0.7,"cohesion, interfaces",runTest
RCTests.py,RCScannerTestCase3,potential,0.7,"cohesion, interfaces",runTest
ScannerTests.py,DummyFS,potential,0.5,cohesion,File
ScannerTests.py,DummyEnvironment,potential,0.7,"cohesion, interfaces",__init__
ScannerTests.py,DummyNode,potential,0.5,cohesion,"__init__, rexists, __str__"
ScannerTests.py,FindPathDirsTestCase,potential,0.7,"cohesion, interfaces",test_FindPathDirs
ScannerTests.py,ScannerTestCase,potential,0.7,"cohesion, interfaces",test_creation
ScannerTests.py,ScannerBaseTestCase,potential,0.7,"large_class, interfaces","func, test, test___call__dict, test_path, test_positional, test_keywords, test_pos_opt, test_key_opt, test___cmp__, test_hash, test_scan_check, test_recursive, test_get_skeys, test_select, test_add_scanner, test___str__"
ScannerTests.py,ClassicTestCase,potential,0.7,"cohesion, interfaces","func, test_find_include, test_name, test_scan, test_recursive"
ScannerTests.py,ClassicCPPTestCase,potential,0.7,"cohesion, interfaces",test_find_include
ScannerTests.py,MyNode,potential,0.5,cohesion,"__init__, rexists"
ScannerTests.py,IsNotCurrent,potential,0.5,"cohesion, interfaces",
ScannerTests.py,IsCurrent,potential,0.5,"cohesion, interfaces",
ScannerTests.py,MyNode,potential,0.5,cohesion,"__init__, exists, get_contents"
ScannerTests.py,MyScanner,potential,0.7,"cohesion, interfaces",find_include
__init__.py,ScannerBase,potential,0.5,cohesion,"__init__, path, __call__, __str__, get_skeys, select, add_scanner"
__init__.py,Current,potential,0.7,"cohesion, interfaces",__init__
__init__.py,ClassicCPP,potential,0.7,"cohesion, interfaces",find_include
